product_name,hsncode,gst,MRP,saleprice,purchase price,sub_category,category,patanjali_cat,box_size,
AASTHA DEERGHAYU CANDLE -15 PCS,34060010,12.00,10.00,7.14,7.14,AGARBATTI,HOME CARE,NON FOOD,576,
AASTHA TATHASTU STANDING CANDLE - 10 PCS,34060010,12.00,15.00,10.71,10.71,AGARBATTI,HOME CARE,NON FOOD,288,
AASTHA BHAKTI FLOATING CANDLE - 6 PCS,34060010,12.00,50.00,35.71,35.71,AGARBATTI,HOME CARE,NON FOOD,144,
AASTHA LAYAYOG CANDLE,34060010,12.00,70.00,50.00,50.00,AGARBATTI,HOME CARE,NON FOOD,36,
AASTHA GYANYOG CANDLE,34060010,12.00,70.00,50.00,50.00,AGARBATTI,HOME CARE,NON FOOD,36,
AASTHA POOJA DEEPAK PRABHA CANDLE,34060010,12.00,60.00,42.86,42.86,AGARBATTI,HOME CARE,NON FOOD,144,
AASTHA POOJA DEEPAK KIRAN CANDLE,34060010,12.00,50.00,35.71,35.71,AGARBATTI,HOME CARE,NON FOOD,144,
AASTHA POOJA TEALIGHT CANDLE,34060010,12.00,40.00,28.57,28.57,AGARBATTI,HOME CARE,NON FOOD,144,
AASTHA HANUMAN CANDLE,34060010,12.00,120.00,85.71,85.71,AGARBATTI,HOME CARE,NON FOOD,24,
AASTHA BHEEM CANDLE,34060010,12.00,60.00,42.86,42.86,AGARBATTI,HOME CARE,NON FOOD,48,
AASTHA POOJA DEEPAK JYOTI CANDLE,34060010,12.00,50.00,35.71,35.71,AGARBATTI,HOME CARE,NON FOOD,144,
AASTHA POOJA FANCY TEA LIGHT CANDLE,34060010,12.00,50.00,35.71,35.71,AGARBATTI,HOME CARE,NON FOOD,144,
SHARBATI WHOLE WHEAT ATTA 01 KG -T,11010000,5.00,45.00,40.05,38.06,ATTA,FLOUR & SUGAR,FOOD,30,
SHARBATI WHOLE WHEAT ATTA 05 KG -T,11010000,5.00,220.00,195.82,186.05,ATTA,FLOUR & SUGAR,FOOD,8,
ALOEVERA GEL KESAR CHANDAN 150 ML -T,34013090,18.00,100.00,75.33,71.13,ALOE VERA GEL,NATURAL PERSONAL CARE,NON FOOD,60,
EXTRA FIBRE ATTA-1KG,11010000,5.00,50.00,44.50,42.28,ATTA,FLOUR & SUGAR,FOOD,30,
METHI ATTA-1KG,11010000,5.00,90.00,80.11,76.11,ATTA,FLOUR & SUGAR,FOOD,30,
DOODH BISCUITS (300 GM) -T,19053100,18.00,30.00,22.60,21.34,BISCUITS,BISCUIT & CONFFECTIONARY,FOOD,36,
BUTTER COOKIES TIN (400 GM) -T,19059020,18.00,200.00,141.24,130.47,BISCUITS,BISCUIT & CONFFECTIONARY,FOOD,12,
RICE BRAN OIL 1 LTR (B),15159040,5.00,120.00,106.81,102.50,RICE BRAN OIL,PHYSICAL OIL & GHEE,FOOD,12,
RICE BRAN OIL 5 LTR (J),15159040,5.00,590.00,535.15,513.58,RICE BRAN OIL,PHYSICAL OIL & GHEE,FOOD,4,
RICE BRAN OIL 1 LTR (P),15159040,5.00,115.00,102.36,98.23,RICE BRAN OIL,PHYSICAL OIL & GHEE,FOOD,12,
DISH WASH BAR 175 GM-T,34011941,18.00,10.00,7.85,7.41,DISHWASH,HOME CARE,NON FOOD,60,
AASTHA 12 CONE DHOOP - ROSE,33074100,5.00,15.00,11.43,11.43,AGARBATTI,HOME CARE,NON FOOD,432,
AASTHA 12 CONE DHOOP - SANDAL,33074100,5.00,15.00,11.43,11.43,AGARBATTI,HOME CARE,NON FOOD,432,
AASTHA 12 CONE DHOOP - LOBAN,33074100,5.00,15.00,11.43,11.43,AGARBATTI,HOME CARE,NON FOOD,432,
AASTHA 12 CONE DHOOP - TATHASTU,33074100,5.00,15.00,11.43,11.43,AGARBATTI,HOME CARE,NON FOOD,432,
AASTHA 12 CONE DHOOP - BHAKTI,33074100,5.00,15.00,11.43,11.43,AGARBATTI,HOME CARE,NON FOOD,432,
WHOLE WHEAT ATTA 1 KG -T (1x30) (AP),11010000,5.00,36.00,32.04,30.44,ATTA,FLOUR & SUGAR,FOOD,30,
WHOLE WHEAT ATTA 1 KG -T (1x30) (AS),11010000,5.00,36.00,32.04,30.44,ATTA,FLOUR & SUGAR,FOOD,30,
WHOLE WHEAT ATTA 1 KG -T (1x30) (GO),11010000,5.00,36.00,32.04,30.44,ATTA,FLOUR & SUGAR,FOOD,30,
WHOLE WHEAT ATTA 1 KG -T (1x30) (KA),11010000,5.00,36.00,32.04,30.44,ATTA,FLOUR & SUGAR,FOOD,30,
WHOLE WHEAT ATTA 1 KG -T (1x30) (MH),11010000,5.00,36.00,32.04,30.44,ATTA,FLOUR & SUGAR,FOOD,30,
WHOLE WHEAT ATTA 1 KG -T (1x30) (OD),11010000,5.00,36.00,32.04,30.44,ATTA,FLOUR & SUGAR,FOOD,30,
WHOLE WHEAT ATTA 1 KG -T (1x30) (TL),11010000,5.00,36.00,32.04,30.44,ATTA,FLOUR & SUGAR,FOOD,30,
WHOLE WHEAT ATTA 1 KG -T (1x30) (WB),11010000,5.00,36.00,32.04,30.44,ATTA,FLOUR & SUGAR,FOOD,30,
WHOLE WHEAT ATTA 1 KG -T (1x30) (TS),11010000,5.00,36.00,32.04,30.44,ATTA,FLOUR & SUGAR,FOOD,30,
WHOLE WHEAT ATTA 1 KG -T (1x30) (KE),11010000,5.00,36.00,32.04,30.44,ATTA,FLOUR & SUGAR,FOOD,30,
COUGH DROP GINGER - 750 GM - T,30049011,12.00,300.00,223.21,211.38,COLD & COUGH DROP,JUICES & NATURAL BEVERAGES,FOOD,12,
COUGH DROP HONEY - 750 GM - T,30049011,12.00,300.00,223.21,211.38,COLD & COUGH DROP,JUICES & NATURAL BEVERAGES,FOOD,12,
COUGH DROP ORANGE -750 GM - T,30049011,12.00,300.00,223.21,211.38,COLD & COUGH DROP,JUICES & NATURAL BEVERAGES,FOOD,12,
COUGH DROP MINT -750 GM - T,30049011,12.00,300.00,223.21,211.38,COLD & COUGH DROP,JUICES & NATURAL BEVERAGES,FOOD,12,
COLD RELIEF INHALER -200 GM - T,30049011,12.00,"1,200.00",892.86,845.51,COLD & COUGH DROP,JUICES & NATURAL BEVERAGES,FOOD,30,
MARIE BISCUIT (100 GM) - T,19053100,18.00,10.00,7.53,7.11,BISCUITS,BISCUIT & CONFFECTIONARY,FOOD,100,
MARIE BISCUIT (250 GM) - T,19053100,18.00,25.00,18.83,17.78,BISCUITS,BISCUIT & CONFFECTIONARY,FOOD,40,
SHISHU CARE TALC- 100 GM,33049120,18.00,60.00,42.37,40.01,SHISHU CARE,HOME CARE,NON FOOD,48,
WHOLE WHEAT ATTA 2 KG -T (GJ),11010000,5.00,65.00,57.85,54.97,ATTA,FLOUR & SUGAR,FOOD,20,
SHISHU CARE BODY CLEANSER - 75 GM,34011941,18.00,45.00,31.78,30.01,SHISHU CARE,HOME CARE,NON FOOD,100,
WHOLE WHEAT ATTA 10 KG -T (10x3) (AP),11010000,5.00,330.00,293.72,279.07,ATTA,FLOUR & SUGAR,FOOD,3,
WHOLE WHEAT ATTA 10 KG -T (10x3),11010000,5.00,360.00,320.43,304.44,ATTA,FLOUR & SUGAR,FOOD,3,
WHOLE WHEAT ATTA 10 KG -T (10x3)(BI),11010000,5.00,325.00,289.27,274.85,ATTA,FLOUR & SUGAR,FOOD,3,
WHOLE WHEAT ATTA 10 KG -T (10x3)(CHT),11010000,5.00,325.00,289.27,274.85,ATTA,FLOUR & SUGAR,FOOD,3,
WHOLE WHEAT ATTA 10 KG -T (10x3) (GJ),11010000,5.00,325.00,289.27,274.85,ATTA,FLOUR & SUGAR,FOOD,3,
WHOLE WHEAT ATTA 10 KG -T (10x3)(GO),11010000,5.00,325.00,289.27,274.85,ATTA,FLOUR & SUGAR,FOOD,3,
WHOLE WHEAT ATTA 10 KG -T (10x3) (JH),11010000,5.00,320.00,284.82,270.62,ATTA,FLOUR & SUGAR,FOOD,3,
WHOLE WHEAT ATTA 10 KG -T (10x3) (KA),11010000,5.00,330.00,293.72,279.07,ATTA,FLOUR & SUGAR,FOOD,3,
WHOLE WHEAT ATTA 10 KG -T (10x3) (MH),11010000,5.00,330.00,293.72,279.07,ATTA,FLOUR & SUGAR,FOOD,3,
WHOLE WHEAT ATTA 10 KG -T (10x3) (MP),11010000,5.00,320.00,284.82,270.62,ATTA,FLOUR & SUGAR,FOOD,3,
WHOLE WHEAT ATTA 10 KG -T (10x3)(N.RGN),11010000,5.00,320.00,284.82,270.62,ATTA,FLOUR & SUGAR,FOOD,3,
WHOLE WHEAT ATTA 10 KG -T (10x3) (OD),11010000,5.00,330.00,293.72,279.07,ATTA,FLOUR & SUGAR,FOOD,3,
WHOLE WHEAT ATTA 10 KG -T (10x3) (TL),11010000,5.00,345.00,307.08,291.76,ATTA,FLOUR & SUGAR,FOOD,3,
WHOLE WHEAT ATTA 10 KG -T (10x3)(WB),11010000,5.00,325.00,289.27,274.85,ATTA,FLOUR & SUGAR,FOOD,3,
WHOLE WHEAT ATTA 10 KG -T (10x3) (TS),11010000,5.00,330.00,293.72,279.07,ATTA,FLOUR & SUGAR,FOOD,3,
WHOLE WHEAT ATTA 10 KG -T (10x3) (KE),11010000,5.00,345.00,307.08,291.76,ATTA,FLOUR & SUGAR,FOOD,3,
WHOLE WHEAT ATTA 5 KG -T (5x6) (AP),11010000,5.00,175.00,155.76,147.99,ATTA,FLOUR & SUGAR,FOOD,6,
WHOLE WHEAT ATTA 5 KG -T (5x6),11010000,5.00,185.00,164.66,156.45,ATTA,FLOUR & SUGAR,FOOD,6,
WHOLE WHEAT ATTA 5 KG -T (5x6)(BI),11010000,5.00,170.00,151.31,143.77,ATTA,FLOUR & SUGAR,FOOD,6,
WHOLE WHEAT ATTA 5 KG -T (5x6)(CHT),11010000,5.00,170.00,151.31,143.77,ATTA,FLOUR & SUGAR,FOOD,6,
WHOLE WHEAT ATTA 5 KG -T (5x6) (GJ),11010000,5.00,170.00,151.31,143.77,ATTA,FLOUR & SUGAR,FOOD,6,
WHOLE WHEAT ATTA 5 KG -T (5x6) (GO),11010000,5.00,170.00,151.31,143.77,ATTA,FLOUR & SUGAR,FOOD,6,
WHOLE WHEAT ATTA 5 KG -T (5x6) (JH),11010000,5.00,165.00,146.86,139.54,ATTA,FLOUR & SUGAR,FOOD,6,
WHOLE WHEAT ATTA 5 KG -T (5x6)(KA),11010000,5.00,175.00,155.76,147.99,ATTA,FLOUR & SUGAR,FOOD,6,
WHOLE WHEAT ATTA 5 KG -T (5x6)(MH),11010000,5.00,175.00,155.76,147.99,ATTA,FLOUR & SUGAR,FOOD,6,
WHOLE WHEAT ATTA 5 KG -T (5x6) (MP),11010000,5.00,165.00,146.86,139.54,ATTA,FLOUR & SUGAR,FOOD,6,
WHOLE WHEAT ATTA 5 KG -T (5x6) (N.RGN),11010000,5.00,165.00,146.86,139.54,ATTA,FLOUR & SUGAR,FOOD,6,
WHOLE WHEAT ATTA 5 KG -T (5x6) (OD),11010000,5.00,175.00,155.76,147.99,ATTA,FLOUR & SUGAR,FOOD,6,
WHOLE WHEAT ATTA 5 KG -T (5x6) (TL),11010000,5.00,180.00,160.21,152.22,ATTA,FLOUR & SUGAR,FOOD,6,
WHOLE WHEAT ATTA 5 KG -T (5x6) (WB),11010000,5.00,170.00,151.31,143.77,ATTA,FLOUR & SUGAR,FOOD,6,
WHOLE WHEAT ATTA 5 KG -T (5x6) (TS),11010000,5.00,175.00,155.76,147.99,ATTA,FLOUR & SUGAR,FOOD,6,
WHOLE WHEAT ATTA 5 KG -T (5x6) (KE),11010000,5.00,180.00,160.21,152.22,ATTA,FLOUR & SUGAR,FOOD,6,
WHOLE WHEAT ATTA 2 KG -T (2x15)(AP),11010000,5.00,75.00,66.76,63.43,ATTA,FLOUR & SUGAR,FOOD,15,
WHOLE WHEAT ATTA 2 KG -T (2x15),11010000,5.00,80.00,71.21,67.65,ATTA,FLOUR & SUGAR,FOOD,15,
WHOLE WHEAT ATTA 2 KG -T (2x15) (GO),11010000,5.00,75.00,66.76,63.43,ATTA,FLOUR & SUGAR,FOOD,15,
WHOLE WHEAT ATTA 2 KG -T (2x15) (KA),11010000,5.00,75.00,66.76,63.43,ATTA,FLOUR & SUGAR,FOOD,15,
WHOLE WHEAT ATTA 2 KG -T (2x15) (MH),11010000,5.00,75.00,66.76,63.43,ATTA,FLOUR & SUGAR,FOOD,15,
WHOLE WHEAT ATTA 2 KG -T (2x15) (OD),11010000,5.00,75.00,66.76,63.43,ATTA,FLOUR & SUGAR,FOOD,15,
WHOLE WHEAT ATTA 2 KG -T (2x15) (TL),11010000,5.00,80.00,71.21,67.65,ATTA,FLOUR & SUGAR,FOOD,15,
WHOLE WHEAT ATTA 2 KG -T (2x15) (WB),11010000,5.00,75.00,66.76,63.43,ATTA,FLOUR & SUGAR,FOOD,15,
WHOLE WHEAT ATTA 2 KG -T (2x15) (TS),11010000,5.00,75.00,66.76,63.43,ATTA,FLOUR & SUGAR,FOOD,15,
WHOLE WHEAT ATTA 2 KG -T (2x15) (KE),11010000,5.00,80.00,71.21,67.65,ATTA,FLOUR & SUGAR,FOOD,15,
SAUNDARYA COCO BODY BUTTER CREAM - 200G,33049930,18.00,425.00,320.15,302.31,SKIN CARE,NATURAL PERSONAL CARE,NON FOOD,48,
AMLA ALOEVERA JUICE WHEAT GRASS 500ML,30049011,12.00,100.00,74.40,70.46,WHEAT GRASS JUICE,JUICES & NATURAL BEVERAGES,FOOD,12,
ALMOND HAIR OIL - 50 ML,33059019,18.00,30.00,22.60,21.34,HAIR OIL,NATURAL PERSONAL CARE,NON FOOD,144,
ALMOND HAIR OIL - 200 ML,33059019,18.00,95.00,71.56,67.58,HAIR OIL,NATURAL PERSONAL CARE,NON FOOD,48,
WHOLE WHEAT ATTA 2 KG -T (2x15) (BI),11010000,5.00,75.00,66.76,63.43,ATTA,FLOUR & SUGAR,FOOD,15,
WHOLE WHEAT ATTA 2 KG -T (2x15) (GJ),11010000,5.00,75.00,66.76,63.43,ATTA,FLOUR & SUGAR,FOOD,15,
WHOLE WHEAT ATTA 1 KG -T (1x30)(BI),11010000,5.00,36.00,32.04,30.44,ATTA,FLOUR & SUGAR,FOOD,30,
WHOLE WHEAT ATTA 1 KG -T (1x30) (GJ),11010000,5.00,36.00,32.04,30.44,ATTA,FLOUR & SUGAR,FOOD,30,
WHOLE WHEAT ATTA 1 KG -T (1x30) (CHT),11010000,5.00,36.00,32.04,30.44,ATTA,FLOUR & SUGAR,FOOD,30,
WHOLE WHEAT ATTA 2 KG -T (2x15) (CHT),11010000,5.00,75.00,66.76,63.43,ATTA,FLOUR & SUGAR,FOOD,15,
KESH KANTI HAIR CLNSR SILK & SHINE- 8 ML,33059090,18.00,3.00,2.15,2.03,KESH KANTI SHAMPOO,NATURAL PERSONAL CARE,NON FOOD,960,
GROUNDNUT OIL 1 LTR (B) - T,15089091,5.00,145.00,129.06,123.86,GROUNDNUT OIL,PHYSICAL OIL & GHEE,FOOD,12,
GROUNDNUT OIL 1 LTR (P) - T,15089091,5.00,140.00,124.61,119.59,GROUNDNUT OIL,PHYSICAL OIL & GHEE,FOOD,12,
GROUNDNUT OIL 5 LTR (J) - T,15089091,5.00,715.00,648.53,622.39,GROUNDNUT OIL,PHYSICAL OIL & GHEE,FOOD,4,
RICE BRAN OIL 1 LTR (B) - T,15159040,5.00,120.00,106.81,102.50,RICE BRAN OIL,PHYSICAL OIL & GHEE,FOOD,12,
RICE BRAN OIL 1 LTR (P) - T,15159040,5.00,115.00,102.36,98.23,RICE BRAN OIL,PHYSICAL OIL & GHEE,FOOD,12,
RICE BRAN OIL 5 LTR (J) - T,15159040,5.00,590.00,535.15,513.58,RICE BRAN OIL,PHYSICAL OIL & GHEE,FOOD,4,
NARI SUDHA SYRUP - 200 ML,30049011,12.00,75.00,55.80,52.84,SYRUP,JUICES & NATURAL BEVERAGES,FOOD,36,
DIABETIC ATTA-1KG,11010000,5.00,85.00,75.66,71.88,ATTA,FLOUR & SUGAR,FOOD,30,
SAUNDARYA BODY LOTION - 400 ML,33049930,18.00,350.00,263.65,248.96,BODY LOTION,NATURAL PERSONAL CARE,NON FOOD,24,
NEEM KANTI BODY CLEANSER 150 GM,34011941,18.00,30.00,23.54,22.23,BATHING SOAP,HOME CARE,NON FOOD,72,
PANCHGAVYA BODY CLEANSER 150 GM,34011941,18.00,24.00,18.83,17.78,BATHING SOAP,HOME CARE,NON FOOD,72,
SHISHU CARE KIT,33049990,18.00,500.00,353.11,333.43,SHISHU CARE,HOME CARE,NON FOOD,6,
SAUNDARYA BODY LOTION - 200 ML,33049930,18.00,180.00,135.59,128.04,BODY LOTION,NATURAL PERSONAL CARE,NON FOOD,48,
OATS DALIA - 200 GM (T),11041200,5.00,35.00,29.63,28.15,BREAKFAST CEREALS,BISCUIT & CONFFECTIONARY,FOOD,60,
OATS DALIA - 400 GM (T),11041200,5.00,65.00,55.03,52.28,BREAKFAST CEREALS,BISCUIT & CONFFECTIONARY,FOOD,24,
GONYLE FLOOR CLEANER - 5 LTR,38084000,18.00,235.00,177.02,167.16,GONYLE,HOME CARE,NON FOOD,4,
NUTTY DELITE BISCUITS -66 GM - T,19053100,18.00,10.00,7.53,7.11,BISCUITS,BISCUIT & CONFFECTIONARY,FOOD,150,
WHITE CHOCOLATE - 25 GM,17041000,18.00,26.00,19.16,17.70,ENERGY BAR,BISCUIT & CONFFECTIONARY,FOOD,576,
WHITE CHOCOLATE - 50 GM,17041000,18.00,48.00,35.37,32.67,ENERGY BAR,BISCUIT & CONFFECTIONARY,FOOD,216,
WHITE CHOCOLATE WITH RICE CRISPS - 25 GM,17041000,18.00,26.00,19.16,17.70,ENERGY BAR,BISCUIT & CONFFECTIONARY,FOOD,576,
WHITE CHOCOLATE WITH RICE CRISPS - 50 GM,17041000,18.00,48.00,35.37,32.67,ENERGY BAR,BISCUIT & CONFFECTIONARY,FOOD,216,
WHITE CHOCOLATE ROASTED NUT & RAISIN-25G,17041000,18.00,28.00,20.63,19.06,ENERGY BAR,BISCUIT & CONFFECTIONARY,FOOD,576,
WHITE CHOCOLATE ROASTED NUT & RAISIN-50G,17041000,18.00,50.00,36.85,34.03,ENERGY BAR,BISCUIT & CONFFECTIONARY,FOOD,216,
AASTHA AGARBATTI ROSE -  20 GM,33074100,5.00,10.00,7.62,7.62,AGARBATTI,HOME CARE,NON FOOD,432,
AASTHA AGARBATTI SANDAL - 20 GM,33074100,5.00,10.00,7.62,7.62,AGARBATTI,HOME CARE,NON FOOD,432,
AASTHA AGARBATTI PATCHOULI - 20 GM,33074100,5.00,10.00,7.62,7.62,AGARBATTI,HOME CARE,NON FOOD,432,
AASTHA AGARBATTI BHAKTI - 20 GM,33074100,5.00,10.00,7.62,7.62,AGARBATTI,HOME CARE,NON FOOD,432,
AASTHA AGARBATTI TATHASTU - 20 GM,33074100,5.00,10.00,7.62,7.62,AGARBATTI,HOME CARE,NON FOOD,432,
AASTHA AGARBATTI POOJA - 20 GM,33074100,5.00,10.00,7.62,7.62,AGARBATTI,HOME CARE,NON FOOD,432,
AASTHA AGARBATTI LAVENDER - 20 GM,33074100,5.00,10.00,7.62,7.62,AGARBATTI,HOME CARE,NON FOOD,432,
AASTHA AGARBATTI JASMINE - 20 GM,33074100,5.00,10.00,7.62,7.62,AGARBATTI,HOME CARE,NON FOOD,432,
AASTHA AGARBATTI LOBAN - 20 GM,33074100,5.00,10.00,7.62,7.62,AGARBATTI,HOME CARE,NON FOOD,432,
AASTHA AGARBATTI KEWDA - 20 GM,33074100,5.00,10.00,7.62,7.62,AGARBATTI,HOME CARE,NON FOOD,432,
AASTHA AGARBATTI ROSE -  75 GM,33074100,5.00,30.00,22.86,22.86,AGARBATTI,HOME CARE,NON FOOD,144,
AASTHA AGARBATTI SANDAL - 75 GM,33074100,5.00,30.00,22.86,22.86,AGARBATTI,HOME CARE,NON FOOD,144,
AASTHA AGARBATTI PATCHOULI - 75 GM,33074100,5.00,30.00,22.86,22.86,AGARBATTI,HOME CARE,NON FOOD,144,
AASTHA AGARBATTI BHAKTI - 75 GM,33074100,5.00,30.00,22.86,22.86,AGARBATTI,HOME CARE,NON FOOD,144,
AASTHA AGARBATTI TATHASTU - 75 GM,33074100,5.00,30.00,22.86,22.86,AGARBATTI,HOME CARE,NON FOOD,144,
AASTHA AGARBATTI POOJA - 75 GM,33074100,5.00,30.00,22.86,22.86,AGARBATTI,HOME CARE,NON FOOD,144,
AASTHA AGARBATTI LAVENDER - 75 GM,33074100,5.00,30.00,22.86,22.86,AGARBATTI,HOME CARE,NON FOOD,144,
AASTHA AGARBATTI JASMINE - 75 GM,33074100,5.00,30.00,22.86,22.86,AGARBATTI,HOME CARE,NON FOOD,144,
AASTHA AGARBATTI LOBAN - 75 GM,33074100,5.00,30.00,22.86,22.86,AGARBATTI,HOME CARE,NON FOOD,144,
AASTHA AGARBATTI KEWDA - 75 GM,33074100,5.00,30.00,22.86,22.86,AGARBATTI,HOME CARE,NON FOOD,144,
ATTA NOODLES VEGGIE - 60 GM-T,19022090,12.00,12.00,9.52,9.02,NOODLES,BISCUIT & CONFFECTIONARY,FOOD,128,
ATTA NOODLES CLASSIC F.PACK 240 G  - T,19022090,12.00,38.00,30.16,28.56,NOODLES,BISCUIT & CONFFECTIONARY,FOOD,24,
PRISTINE GLASS CLEANER 500 ML - T,34029092,18.00,70.00,52.73,49.79,HOUSEHOLD CLEANER,HOME CARE,NON FOOD,12,
PRISTINE KITCHEN CLEANER 500 ML- T,34029092,18.00,85.00,64.03,60.46,HOUSEHOLD CLEANER,HOME CARE,NON FOOD,12,
PRISTINE HARD SURFACE CLEANER 500 ML- T,34029092,18.00,85.00,64.03,60.46,HOUSEHOLD CLEANER,HOME CARE,NON FOOD,12,
PINEAPPLE BEVERAGES - 200 ML,22029020,12.00,20.00,15.39,14.58,FRUIT JUICE,JUICES & NATURAL BEVERAGES,FOOD,27,
ALOEVERA KANTI BODY CLEANSER-(3X1)150 GM,34011941,18.00,80.00,62.77,59.28,BATHING SOAP,HOME CARE,NON FOOD,24,
GLUCOSHAKTI REGULAR (75+50) GM,17023020,18.00,20.00,15.07,14.23,GLUCOSHAKTI,JUICES & NATURAL BEVERAGES,FOOD,150,
GLUCOSHAKTI REGULAR (200+50) GM,17023020,18.00,35.00,26.37,24.90,GLUCOSHAKTI,JUICES & NATURAL BEVERAGES,FOOD,80,
GLUCOSHAKTI REGULAR (500+50) GM,17023020,18.00,85.00,64.03,60.46,GLUCOSHAKTI,JUICES & NATURAL BEVERAGES,FOOD,32,
MANGO DRINK 250 ML,22029020,12.00,15.00,11.55,10.93,FRUIT JUICE,JUICES & NATURAL BEVERAGES,FOOD,24,
DANT KANTI DENTAL CREAM F.P. (200+100)GM,33061020,18.00,112.00,86.29,81.48,DANT KANTI,HOME CARE,NON FOOD,36,
HALDI CHANDAN KANTI BODY CLN-(3X1) 150 G,34011941,18.00,80.00,62.77,59.28,BATHING SOAP,HOME CARE,NON FOOD,24,
CHANDRAPRABHA VATI - 120 TAB,30049011,12.00,120.00,89.29,NOTFORRETAIL,VATI (DP),JUICES & NATURAL BEVERAGES,FOOD,200,
CHANDRAPRABHA VATI - 40 TAB,30049011,12.00,40.00,29.76,NOTFORRETAIL,VATI (DP),JUICES & NATURAL BEVERAGES,FOOD,400,
CHANDRAPRABHA VATI - 80 TAB,30049011,12.00,80.00,59.52,NOTFORRETAIL,VATI (DP),JUICES & NATURAL BEVERAGES,FOOD,400,
DIVYA CHURNA -100GM,30049011,12.00,50.00,37.20,NOTFORRETAIL,CHURNA (DP),JUICES & NATURAL BEVERAGES,FOOD,100,
DIVYA HRIDYAMRIT VATI EX. POWER 120 TAB,30049011,12.00,210.00,156.25,NOTFORRETAIL,VATI (DP),JUICES & NATURAL BEVERAGES,FOOD,400,
DIVYA HRIDYAMRIT VATI EXTRA POWER 60 TAB,30049011,12.00,110.00,81.85,NOTFORRETAIL,VATI (DP),JUICES & NATURAL BEVERAGES,FOOD,400,
KAYAKALP TAILA -100ML,30049011,12.00,70.00,52.08,NOTFORRETAIL,SKIN CARE (DP),NATURAL PERSONAL CARE,NON FOOD,100,
DIVYA KAYAKALP VATI EXTRA POWER 160 TAB,30049011,12.00,160.00,119.05,NOTFORRETAIL,VATI (DP),JUICES & NATURAL BEVERAGES,FOOD,400,
DIVYA KAYAKALP VATI EXTRA POWER 80 TAB,30049011,12.00,80.00,59.52,NOTFORRETAIL,VATI (DP),JUICES & NATURAL BEVERAGES,FOOD,400,
KESH TAILA -100ML,33059019,18.00,80.00,56.50,NOTFORRETAIL,HAIR OIL (DP),NATURAL PERSONAL CARE,NON FOOD,100,
DIVYA MADHUNASHNI VATI EX.POWER 30X4 TAB,30049011,12.00,210.00,156.25,NOTFORRETAIL,VATI (DP),JUICES & NATURAL BEVERAGES,FOOD,160,
DIVYA MEDHA VATI EX.POWER 30X4 TAB,30049011,12.00,185.00,137.65,NOTFORRETAIL,VATI (DP),JUICES & NATURAL BEVERAGES,FOOD,160,
DIVYA MEDOHAR VATI -100 TAB,30049011,12.00,80.00,59.52,NOTFORRETAIL,VATI (DP),JUICES & NATURAL BEVERAGES,FOOD,200,
DIVYA MUKTA VATI EXTRA POWER 30X4 TAB,30049011,12.00,200.00,148.81,NOTFORRETAIL,VATI (DP),JUICES & NATURAL BEVERAGES,FOOD,160,
TRIPHALA CHURNA -100GM,30049011,12.00,25.00,18.60,NOTFORRETAIL,CHURNA (DP),JUICES & NATURAL BEVERAGES,FOOD,100,
DIVYA UDARKALP CHURNA -100GM,30049011,12.00,50.00,37.20,NOTFORRETAIL,CHURNA (DP),JUICES & NATURAL BEVERAGES,FOOD,100,
TOMATO KETCHUP WITH ONION & GARLIC 200 G,21032000,12.00,40.00,30.79,29.16,KETCHUP,BISCUIT & CONFFECTIONARY,FOOD,24,
TOMATO KETCHUP W/O ONION & GARLIC 200 G,21032000,12.00,40.00,30.79,29.16,KETCHUP,BISCUIT & CONFFECTIONARY,FOOD,24,
AMLA MURABBA 1 KG (TIN PACK),20071010,12.00,120.00,89.29,84.55,MURRABBA,BISCUIT & CONFFECTIONARY,FOOD,12,
ATTA 25 KG (BULK),11010000,5.00,735.00,654.21,621.57,ATTA,FLOUR & SUGAR,FOOD,1,
ATTA 50 KG (BULK),11010000,5.00,"1,475.00",1312.86,1247.37,ATTA,FLOUR & SUGAR,FOOD,1,
BESAN 25 KG (BULK),11029000,5.00,"2,075.00",1846.91,1754.78,BESAN,FLOUR & SUGAR,FOOD,1,
BESAN 35 KG (BULK),11029000,5.00,"2,900.00",2581.22,2452.46,BESAN,FLOUR & SUGAR,FOOD,1,
ROLI 25 GM,33049940,0.00,25.00,20.00,20.00,POOJA SAMAGRI,HOME CARE,NON FOOD,288,
POOJA GOPI CHANDAN 25 GM,33049940,0.00,25.00,20.00,20.00,POOJA SAMAGRI,HOME CARE,NON FOOD,288,
CHANDAN TIKA  25 GM,33049940,0.00,25.00,20.00,20.00,POOJA SAMAGRI,HOME CARE,NON FOOD,288,
CAMPHOR  25 GM,29142922,18.00,40.00,27.12,27.12,POOJA SAMAGRI,HOME CARE,NON FOOD,288,
SINDOOR 50 GM,33049940,0.00,50.00,40.00,40.00,POOJA SAMAGRI,HOME CARE,NON FOOD,288,
HAWAN SAMAGRI 250 GM,33074100,5.00,60.00,45.71,45.71,POOJA SAMAGRI,HOME CARE,NON FOOD,96,
POPULAR DETERGENT CAKE 250 GM-T,34022010,18.00,12.00,9.42,8.89,DETERGENT CAKE,HOME CARE,NON FOOD,50,
POPULAR DETERGENT POWDER 1 KG-T,34029011,18.00,50.00,39.23,37.05,DETERGENT POWDER,HOME CARE,NON FOOD,25,
